|text|score
7644|a teasing drama whose relentless gooddeedbaddeed reversals are just interesting enough to make a sinner like me pray for an even more interesting  less symmetrical  less obviously crossshaped creation|1.0
7645|this rich  bittersweet israeli documentary  about the life of songanddanceman pasachke burstein and his family  transcends ethnic lines|1.0
7646|id be hard pressed to think of a film more cloyingly sappy than evelyn this year|0.0
7647|make no mistake  ivans xtc  is a mess|0.0
7648|the sum of all fears pretends to be a serious exploration of nuclear terrorism  but its really nothing more than warmedover cold war paranoia|0.0
7649|a harmless and mildly amusing family comedy|0.0
7650|the structure is simple  but in its own way  rabbitproof fence is a quest story as grand as the lord of the rings|1.0
7651|sandra bullocks best dramatic performance to date  is  almost enough to lift  this  thrillkill catandmouser    above its paintbynumbers plot|0.0
7652|kinnears performance is a careerdefining revelation|1.0
7653|most consumers of lo mein and general tsos chicken barely give a thought to the folks who prepare and deliver it  so  hopefully  this film will attach a human face to all those little steaming cartons|1.0
7654|charming  if overly complicated|0.0
7655|this story of a determined womans courage to find her husband in a war zone offers winning performances and some effecting moments|1.0
7656|captures all the longing  anguish and ache  the confusing sexual messages and the wish to be a part of that elusive adult world|1.0
7657|an opportunity missed|0.0
7658|morton uses her face and her body language to bring us morverns soul  even though the character is almost completely deadpan|1.0
7659|if youre not the target demographic    this movie is one long chickflick slog|0.0
7660|serving sara doesnt serve up a whole lot of laughs|0.0
7661|its the unsettling images of a warravaged land that prove more potent and riveting than the unlikely story of sarah and harrison|1.0
7662|demands too much of most viewers|0.0
7663|red dragon makes one appreciate silence of the lambs|1.0
7664|a perfectly competent and often imaginative film that lacks what little lilo  stitch had in spades  charisma|1.0
7665|faithful without being forceful  sad without being shrill   a walk to remember  succeeds through sincerity|1.0
7666|the story and structure are wellhoned  fresnadillos dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wont go away|1.0
7667|i could have used my two hours better watching being john malkovich again|0.0
7668|it takes a really long  slow and dreary time to dope out what tuck everlasting is about  so here it is  its about a family of sour immortals|0.0
7669|although i didnt hate this one  its not very good either  it can be safely recommended as a videodvd babysitter|1.0
7670|there is nothing redeeming about this movie|0.0
7671|cherish wouldve worked a lot better had it been a short film|0.0
7672|filmmakers dana janklowiczmann and amir mann area headed east  far east  in retelling a historically significant  and personal  episode detailing how one international city welcomed tens of thousands of german jewish refugees while the worlds democracie|1.0
7673|because the genre is well established  what makes the movie fresh is smart writing  skewed characters  and the title performance by kieran culkin|1.0
7674|now trimmed by about 20 minutes  this lavish threeyearold production has enough grandeur and scale to satisfy as grownup escapism|1.0
7675|if you liked the 1982 film then  youll still like it now|0.0
7676|the largeformat film is well suited to capture these musicians in full regalia and the incredible imax sound system lets you feel the beat down to your toes|1.0
7677|vividly conveys both the pitfalls and the pleasures of overthetop love|1.0
7678|its drab  its uninteresting  it squanders chans uniqueness  it could even be said to squander jennifer love hewitt|0.0
7679|does little to elaborate the conceit of setting this bloodsoaked tragedy of murderous ambition in the era of richard nixon|0.0
7680|carveys characters are both overplayed and exaggerated  but then again  subtlety has never been his trademark|0.0
7681|sweetly sexy  funny and touching|1.0
7682|not exaggerated enough to be a parody of grossout flicks  college flicks  or even flicks in general  it merely indulges in the worst elements of all of them|0.0
7683|the subtle strength of  elling  is that it never loses touch with the reality of the grim situation|1.0
7684|theres enough science to make it count as educational  and enough beauty to make it unforgettable|1.0
7685|the movie sticks much closer to hornbys dropdead confessional tone than the film version of high fidelity did|1.0
7686|this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and  because of its heightened  wellshaped dramas  twice as powerful|1.0
7687|a rocksolid gangster movie with a fair amount of suspense  intriguing characters and bizarre bank robberies  plus a heavy dose of fatherandson dynamics|1.0
7688|an enthralling  entertaining feature|1.0
7689|ranging from funny to shattering and featuring some of the years best acting  personal velocity gathers plenty of dramatic momentum|1.0
7690|if welles was unhappy at the prospect of the human race splitting in two  he probably wouldnt be too crazy with his greatgrandsons movie splitting up in pretty much the same way|0.0
7691|all the wellmeaningness in the world cant erase the fact that the believer feels like a 12step program for the jewish nazi|0.0
7692|suffers from rambling  repetitive dialogue and the visual drabness endemic to digital video|0.0
7693|the film is like sitting in a downtown caf  overhearing a bunch of typical latetwentysomethings natter on about nothing  and desperately wishing you could change tables|0.0
7694|mel gibson fights the good fight in vietnam in director randall wallaces flagwaving war flick with a core of decency|1.0
